id,practice_test,type,domain,skill,topic,sub_topic,question_number,difficulty,figure_description,image,equation,svg,tabular_data,question_content,answer_explanation,correct_answer,choices
84,pt3,Math,Algebra,Linear equations in two variables,Algebra,Linear equations in two variables,84,Hard,"A linear graph in the Cartesian coordinate system with the x-axis ranging from 0 to 14 and the y-axis ranging from 0 to 14. A straight line passes through the points (0,7) and (8,0). There is also a marked point at the coordinates (4,d) on this line.",https://storage.googleapis.com/practice_test_files/practice_tests/pt3/all_pt_images/image29.png,,,,"The point with coordinates $(4, d)$ lies on the line shown. What is the value of $d$?","Choice C is correct. It's given from the graph that the points $(0, 7)$ and $(8, 0)$ lie on the line. For two points on a line, $x_1, y_1$, and $x_2, y_2$, the slope of the line can be calculated using the slope formula $m = \frac{y_2 - y_1}{x_2 - x_1}$. Substituting $0$ for $x_1$, $7$ for $y_1$, and $8$ for $x_2$, $0$ for $y_2$, in this formula, the slope of the line can be calculated as $m = -\frac{7}{8}$, or $m = -\frac{7}{8}$. It's also given that the point $(4,d)$ lies on the line. Substituting $4$ for $x_1$, $y_1$, $8$ for $x_2$, and $y_2$ for $m$ in the slope formula yields $m = \frac{d}{4} = -\frac{7}{8}$. Multiplying both sides of this equation by $8$ yields $8 \times \frac{d}{4} = -7$. Expanding the left-hand side of this equation yields $2d = -7$. Adding $4$ to both sides of this equation yields $2d = -3$. Multiplying both sides of this equation by $\frac{1}{2}$ yields $d = -\frac{3}{2}$. Thus, the value of $d$ is $-\frac{3}{2}$.",C,"{'A': '$\\frac{7}{2}$', 'B': '$\\frac{26}{7}$', 'C': '$-\\frac{3}{4}$', 'D': '$\\frac{27}{8}$'}"
86,pt3,Math,Algebra,Linear equations in two variables,Algebra,Linear equations in two variables,86,Hard,,,,,"{'rows': [{'$x$': '$k$', '$y$': '13'}, {'$x$': '$k + 7$', '$y$': '$-15$'}], 'headers': ['$x$', '$y$']}","The table gives the coordinates of two points on a line in the $xy$-plane. The $y$-intercept of the line is $(k, -5, b)$, where $k$ and $b$ are constants. What is the value of $b$?","The correct answer is 33. It's given in the table that the coordinates of two points on a line in the $xy$-plane are $(k, 13)$ and $(k + 7, -15)$. The $y$-intercept is another point on the line. The slope computed using any pair of points from the line will be the same. The slope of a line, $m$, between any two points, $(x_1, y_1)$ and $(x_2, y_2)$, on the line can be calculated using the slope formula, $m = \frac{y_2 - y_1}{x_2 - x_1}$. It follows that the slope of the line with the given points from the table, $(k, 13)$ and $(k + 7, -15)$, is $m = \frac{-15 - 13}{k + 7 - k}$, which is equivalent to $m = \frac{-28}{7}$, or $m = -4$. It's given that the $y$-intercept of the line is $(k, -5, b)$. Substituting $-4$ for $m$ and the coordinates of the points $(k, -5, b)$ and $(k,13)$ into the slope formula yields $-4 = \frac{13 - (-5)}{k - k}$, which is equivalent to $-4 = \frac{13 + b}{0}$, or $-4 = \frac{13 + b}{1}$. Multiplying both sides of this equation by 5 yields $-20 = 13 - b$. Subtracting 13 from both sides of this equation yields $-33 = -b$. Dividing both sides of this equation by -1 yields $b = 33$. Therefore, the value of $b$ is 33.",33,
87,pt3,Math,Algebra,Linear equations in one variable,Algebra,Linear equations in one variable,87,Medium,,,,,,The minimum value of $x$ is 12 less than 6 times another number $n$. Which inequality shows the possible values of $x$?,"Choice B is correct. It's given that the minimum value of $x$ is 12 less than 6 times another number $n$. Therefore, the possible values of $x$ are all greater than or equal to the value of 12 less than 6 times $n$. The value of 6 times $n$ is given by the expression $6n$. The value of 12 less than 6 is given by the expression $6n - 12$. Therefore, the possible values of $x$ are all greater than or equal to $6n - 12$. This can be shown by the inequality $x \geq 6n - 12$.\n\nChoice A is incorrect. This inequality shows the possible values of $x$ if the maximum, not the minimum, value of $x$ is 12 less than 6 times $n$.\n\nChoice C is incorrect. This inequality shows the possible values of $x$ if the maximum, not the minimum, value of $x$ is 6 times $n$ less than 12, not 12 less than 6 times $n$.\n\nChoice D is incorrect. This inequality shows the possible values of $x$ if the minimum value of $x$ is 6 times $n$ less than 12, not 12 less than 6 times $n$.\nQuestion Difficulty: Medium",B,"{'A': '$x \\leq 6n - 12$', 'B': '$x \\geq 6n - 12$', 'C': '$x \\leq 12 - 6n$', 'D': '$x \\geq 12 - 6n$'}"
89,pt3,Math,"Problem-Solving
and Data Analysis",Probability and conditional probability,"Problem-Solving
and Data Analysis",Probability and conditional probability,89,Easy,,,,,,"There are 20 buttons in a bag: 8 white buttons, 2 orange buttons, and 10 brown buttons. If one of these buttons is selected at random, what is the probability of selecting a white button?","Choice B is correct. It's given that there are 20 buttons in a bag and 8 of the buttons are white. If one button from the bag is selected at random, the probability of selecting a white button is the number of white buttons in the bag divided by the total number of buttons in the bag. Therefore, if one button from the bag is selected at random, the probability of selecting a white button is $\frac{8}{20}$.\n\nChoice A is incorrect. This is the probability of selecting an orange button from the bag.\n\nChoice C is incorrect. This is the probability of selecting a brown button from the bag.\n\nChoice D is incorrect. This is the probability of selecting a button that isn't white from the bag.\n\nQuestion Difficulty: Easy",B,"{'A': '$\\frac{2}{20}$', 'B': '$\\frac{8}{20}$', 'C': '$\\frac{10}{20}$', 'D': '$\\frac{12}{20}$'}"
90,pt3,Math,"Problem-Solving
and Data Analysis","Ratios, rates, proportional relationships, and units","Problem-Solving
and Data Analysis","Ratios, rates, proportional relationships, and units",90,Easy,,,,,,"A fish swam a distance of 5,104 yards. How far did the fish swim, in miles? (1 mile = 1,760 yards)","Choice B is correct. It's given that the fish swam 5,104 yards and that 1 mile is equal to 1,760 yards. Therefore, the fish swam \(\frac{5,104}{1,760}\) miles, or 2.9 miles.\par Choice A is incorrect and may result from conceptual or calculation errors.\par Choice C is incorrect and may result from conceptual or calculation errors.\par Choice D is incorrect and may result from conceptual or calculation errors.",B,"{'A': '0.3', 'B': '2.9', 'C': '3,344', 'D': '6,864'}"
91,pt3,Math,"Problem-Solving
and Data Analysis","Ratios, rates, proportional relationships, and units","Problem-Solving
and Data Analysis","Ratios, rates, proportional relationships, and units",91,Easy,,,,,,"In a box of pens, the ratio of black pens to red pens is 8 to 1. There are 40 black pens in the box. How many red pens are in the box?","Choice A is correct. It's given that the ratio of black pens to red pens is 8 to 1. Therefore, there are \( \frac{1}{8} \) as many red pens as black pens in the box. It's also given that there are 40 black pens in the box. Therefore, the number of red pens is \( \frac{1}{8} \) of the 40 black pens. Thus, the number of red pens is \( 40 \times \frac{1}{8} \), or 5.\n\nChoice B is incorrect. This is the number of black pens in the box for every red pen.\n\nChoice C is incorrect. This is the number of black pens in the box.\n\nChoice D is incorrect. This is the number of red pens in the box if the ratio of black pens to red pens is 1 to 8.",A,"{'A': '5', 'B': '8', 'C': '40', 'D': '320'}"
92,pt3,Math,"Problem-Solving
and Data Analysis","Ratios, rates, proportional relationships, and units","Problem-Solving
and Data Analysis","Ratios, rates, proportional relationships, and units",92,Easy,,,,,,"A cherry pitting machine pits 12 pounds of cherries in 3 minutes. At this rate, how many minutes does it take the machine to pit 96 pounds of cherries?","Choice C is correct. It's given that the cherry pitting machine pits 12 pounds of cherries in 3 minutes. This rate can be written as \(\frac{12}{3}\) pounds of cherries per minute. If the number of minutes it takes the machine to pit 96 pounds of cherries is represented by x, the value of x can be calculated by solving the equation \(\frac{12 \text{ pounds of cherries}}{3 \text{ minutes}} = \frac{96 \text{ pounds of cherries}}{x \text{ minutes}}\), which can be rewritten as \(\frac{12}{3} = \frac{96}{x}\), or \(4 = \frac{96}{x}\). Multiplying each side of this equation by x yields 4x = 96. Dividing each side of this equation by 4 yields x = 24. Therefore, it takes the machine 24 minutes to pit 96 pounds of cherries.\n\nChoice A is incorrect. This is the number of minutes it takes the machine to pit 32, not 96, pounds of cherries.\n\nChoice B is incorrect. This is the number of minutes it takes the machine to pit 60, not 96, pounds of cherries.\n\nChoice D is incorrect. This is the number of minutes it takes the machine to pit 144, not 96, pounds of cherries.",C,"{'A': '8', 'B': '15', 'C': '24', 'D': '36'}"
93,pt3,Math,Algebra,Systems of two linear equations in two variables,Algebra,Systems of two linear equations in two variables,93,Easy,,,\begin{align*} 4x &= 20 \\ -3x + y &= -7 \end{align*},,,"The solution to the given system of equations is $(x, y)$. What is the value of $x + y$?","Choice C is correct. It's given that $4x = 20$ and $-3x + y = -7$ is a system of equations with a solution $(x, y)$. Adding the second equation in the given system to the first equation yields $4x + ( -3x + y ) = 20 + -7$, which is equivalent to $x + y = 13$. Thus, the value of $x + y$ is 13.

Choice A is incorrect. This represents the value of $-2x + y - 1$.

Choice B is incorrect. This represents the value of $-x + y$.

Choice D is incorrect. This represents the value of $2x + y + 1$.

Question Difficulty: Easy",C,"{'A': '$-27$', 'B': '$-13$', 'C': '$13$', 'D': '$27$'}"
94,pt3,Math,Algebra,Systems of two linear equations in two variables,Algebra,Systems of two linear equations in two variables,94,Hard,,,,,,One of the equations in a system of two linear equations is given. The system has no solution. Which equation could be the second equation in the system? $y = 6x + 18$,"Choice B is correct. A system of two linear equations in two variables, $x$ and $y$, has no solution if the lines represented by the equations in the $x$-$y$ plane are parallel and distinct. Lines represented by equations in standard form, $Ax + By = C$ and $Dx + Ey = F$, are parallel if the coefficients for $x$ and $y$ in one equation are proportional to the corresponding coefficients in the other equation, meaning $\frac{A}{D} = \frac{B}{E}$ and the lines are distinct if the constants are not proportional, meaning $\frac{C}{F}$ is not equal to $\frac{A}{D}$ or $\frac{B}{E}$. For the given equation, $y = 6x + 18$, it can be written in the standard form by subtracting $6x$ from both sides of the equation to yield $-6x + y = 18$. Therefore, the given equation can be written in the form $Ax + By = C$, where $A = -6$, $B = 1$, and $C = 18$. The equation in choice B, $-6x + y = 22$, is written in the form $Dx + Ey = F$, where $D = -6$, $E = 1$, and $F = 22$. Therefore, $\frac{A}{D} = \frac{B}{E}$ can be rewritten as $\frac{-6}{-6} = \frac{1}{1}$, which can be rewritten as $1 = 1$; and $\frac{C}{F} = \frac{18}{22}$ which can be rewritten as $\frac{9}{11}$. Since $\frac{9}{11}$ is not equal to $1$, it follows that the given equation and the equation $-6x + y = 22$ are parallel and distinct. Therefore, a system of two linear equations consisting of the given equation and the equation $-6x + y = 22$ has no solution. Thus, the equation in choice B could be the second equation in the system.",B,"{'A': '$-6x + y = 18$', 'B': '$-6x + y = 22$', 'C': '$-12x + y = 36$', 'D': '$-12x + y = 18$'}"
95,pt3,Math,Algebra,Systems of two linear equations in two variables,Algebra,Systems of two linear equations in two variables,95,Hard,,,\begin{cases} 24x + y = 48 \\ 6x + y = 72 \end{cases},,,"The solution to the given system of equations is $(x, y)$. What is the value of $y$?","The correct answer is 80. Subtracting the second equation in the given system from the first equation yields $24x + y - (6x + y) = 48 - 72$, which is equivalent to $24x - 6x + y - y = -24$, or $18x = -24$. Dividing each side of this equation by 3 yields $6x = -8$. Substituting $-8$ for $6x$ in the second equation yields $-8 + y = 72$. Adding 8 to both sides of this equation yields $y = 80$.\n\nAlternate approach: Multiplying each side of the second equation in the given system by 4 yields $24x + 4y = 288$. Subtracting the first equation in the given system from this equation yields $24x + 4y - 24x + y = 288 - 48$, which is equivalent to $24x - 24x + 4y - y = 240$, or $3y = 240$. Dividing each side of this equation by 3 yields $y = 80$.",80,
96,pt4,Reading and Writing,Standard English Conventions,Boundaries,Standard English Conventions,Boundaries,1,Medium,,,,,,"To humans, it does not appear that the golden orb-weaver spider uses camouﬂage to capture its ______ the brightly colored arachnid seems to wait conspicuously in the center of its large circular web for insects to approach. Researcher Po Peng of the University of Melbourne has explained that the spider’s distinctive coloration may in fact be part of its appeal. Which choice completes the text so that it conforms to the conventions of Standard English? ","Choice D is the best answer. The convention being tested is the coordination of main clauses within a sentence. The semicolon is correctly used to join the first main clause (“To humans…prey”) and the second main clause (“rather… approach”). Further, the comma after the adverb “rather” is correctly used to separate the adverb from the main clause (“the brightly…approach”) it modifies, logically indicating that the information in this clause (how the spider’s behavior appears to humans) is contrary to the information in the previous clause (how the spider’s behavior does not appear to humans). Choice A is incorrect because it results in a comma splice. Without a conjunction following it, a comma can’t be used in this way to join two main clauses. Choice B is incorrect because it results in a run-on sentence. The two main clauses are fused without appropriate punctuation and/or a conjunction. Choice C is incorrect. Placing the comma between the first main clause “To humans…prey” and the adverb “rather” illogically indicates that the information in the first main clause is contrary to what came before, which doesn’t make sense in this context.",D,"{'A': 'prey, rather,', 'B': 'prey rather,', 'C': 'prey, rather;', 'D': 'prey; rather,'}"
